업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적,소재지전화,업태명
일반음식점,1990-03-06,고향삼계탕,서울특별시 동작구 상도로61길 34 (상도동),서울특별시 동작구 상도동 504번지 6호,44.8,02-812-7745,한식
일반음식점,1990-01-13,원조소금구이,서울특별시 동작구 서달로14길 16 (흑석동),서울특별시 동작구 흑석동 50번지 24호,39.54,,한식
일반음식점,1990-06-09,59피자,서울특별시 동작구 만양로 3 (상도동),서울특별시 동작구 상도동 22번지 118호,29.2,02-815-6394,통닭(치킨)
일반음식점,1990-12-28,칸꼬시,서울특별시 동작구 성대로 36 (상도동),서울특별시 동작구 상도동 256번지 36호,31.2,02-822-2626,호프/통닭
일반음식점,1990-03-09,단비분식,서울특별시 동작구 흑석로9길 13 (흑석동),서울특별시 동작구 흑석동 190번지 30호,23.68,02-817-8852,분식
일반음식점,1990-01-03,투다리,서울특별시 동작구 동작대로7길 97 (사당동),서울특별시 동작구 사당동 1045번지 7호,19.72,02-0588-5969,정종/대포집/소주방
일반음식점,1990-04-19,주식회사 대중식당,서울특별시 동작구 흑석로 85-10 (흑석동),서울특별시 동작구 흑석동 190번지 39호,18.49,02-826-6406,한식
일반음식점,1990-02-14,카페커피상상,서울특별시 동작구 만양로14가길 7 (노량진동),서울특별시 동작구 노량진동 118번지 27호,37.52,02-0813-6685,까페
일반음식점,1990-06-27,백채신대방삼거리(백채김치찌개),서울특별시 동작구 국사봉길 13 (상도동),서울특별시 동작구 상도동 323번지 25호,30.81,02-0821-6916,분식
일반음식점,1990-03-16,요거프레소 노량진점,서울특별시 동작구 만양로18길 22 (노량진동),서울특별시 동작구 노량진동 126번지 10호,34.5,02-817-9209,까페
일반음식점,1990-03-02,오이시,서울특별시 동작구 만양로14가길 30-3 (노량진동),서울특별시 동작구 노량진동 117번지 31호,28.49,02-824-8539,분식
일반음식점,1990-05-16,조인행닭갈비,서울특별시 동작구 여의대방로24길 89-1 (대방동),서울특별시 동작구 대방동 409번지 13호,26.4,02-821-8418,한식
일반음식점,1990-01-05,이가초밥,서울특별시 동작구 국사봉1길 4 (상도동),서울특별시 동작구 상도동 328번지 10호,17.22,02-823-8061,일식
일반음식점,1993-10-11,이서방양념치킨,서울특별시 동작구 노량진로 250 (본동),서울특별시 동작구 본동 126번지 13호,19.46,02-815-0368,통닭(치킨)
일반음식점,1990-09-27,페리카나,서울특별시 동작구 서달로10길 14-1 (흑석동),서울특별시 동작구 흑석동 96번지 3호,19.84,02-816-6537,통닭(치킨)
일반음식점,1990-12-31,한솔쌈밥시골보리밥,서울특별시 동작구 성대로2길 7 (상도동),서울특별시 동작구 상도동 315번지 22호,135.99,02-825-9949,한식
일반음식점,1990-01-30,아트거라지 (Art garage),"서울특별시 동작구 상도로 95, 지하1층 (상도동)",,123.97,,정종/대포집/소주방
일반음식점,2008-02-11,이고시다,,서울특별시 동작구 신대방동 358번지 10호,90.23,02-0821-7007,한식
일반음식점,1990-09-18,독도참치,서울특별시 동작구 여의대방로24길 141 (대방동),서울특별시 동작구 대방동 407번지 29호,42,02-821-0856,한식
일반음식점,1991-10-12,삼삼가마솥돈까스,서울특별시 동작구 만양로 90-1 (노량진동),서울특별시 동작구 노량진동 119번지 144호,118.06,02-0822-1714,정종/대포집/소주방
일반음식점,1991-08-06,고바우,서울특별시 동작구 노량진로14가길 16 (노량진동),서울특별시 동작구 노량진동 85번지 37호,18.6,02-816-4929,한식
일반음식점,1991-05-16,원조 남원추어탕,서울특별시 동작구 상도로26길 12 (상도동),서울특별시 동작구 상도동 183번지 13호,106.8,02-821-6550,한식
일반음식점,1991-06-19,우리분식,서울특별시 동작구 만양로14가길 18 (노량진동),서울특별시 동작구 노량진동 125번지 14호,22.81,02-0817-8468,한식
일반음식점,1991-10-04,야채 콩나물 그리고 삼겹살,서울특별시 동작구 여의대방로24길 35 (대방동),서울특별시 동작구 대방동 407번지 12호,39.56,02-821-7013,한식
일반음식점,1991-01-14,일진아구찜,서울특별시 동작구 여의대방로24길 93 (대방동),서울특별시 동작구 대방동 409번지 3호,88.66,02-817-5554,한식
일반음식점,1991-06-11,차돌이,서울특별시 동작구 흑석로6가길 1 (흑석동),서울특별시 동작구 흑석동 207번지 1호,38.75,02-813-1353,분식
일반음식점,1991-04-23,가야,서울특별시 동작구 양녕로 286-1 (상도1동),서울특별시 동작구 상도1동 642번지 1호,62.12,02-823-6638,한식
일반음식점,1991-11-16,탕마루,서울특별시 동작구 동작대로29가길 10 (사당동),서울특별시 동작구 사당동 88번지 20호,34.64,02-535-9438,한식
일반음식점,1991-03-27,두리김밥,"서울특별시 동작구 동작대로31길 32, 1층 (사당동)",서울특별시 동작구 사당동 91번지 41호,19.8,02-596-2270,한식
일반음식점,1991-08-08,러브이즈,서울특별시 동작구 보라매로 92 (신대방동),서울특별시 동작구 신대방동 345번지 1호,29.24,,정종/대포집/소주방
일반음식점,1991-11-30,장시국밥,서울특별시 동작구 신대방18길 1 (신대방동),서울특별시 동작구 신대방동 591번지 57호,57.12,02-831-5166,한식
일반음식점,1991-12-10,써브웨이중앙대점,서울특별시 동작구 흑석로 79 (흑석동),서울특별시 동작구 흑석동 195번지 19호,33.62,02-817-1873,분식
일반음식점,1991-05-01,프린스치킨,서울특별시 동작구 여의대방로 22 (신대방동),서울특별시 동작구 신대방동 565번지 0호,20.04,02-844-4758,통닭(치킨)
일반음식점,1991-01-26,맨날술이야,"서울특별시 동작구 상도로15길 111-4, 1층 (상도동)",서울특별시 동작구 상도동 364번지 7호,27.01,02-0814-8836,정종/대포집/소주방
일반음식점,1991-02-22,로렌드 치킨호프,서울특별시 동작구 상도로15길 51 (상도동),서울특별시 동작구 상도동 356번지 224호,22.62,02-821-0891,통닭(치킨)
일반음식점,1991-06-25,할매 순대국,서울특별시 동작구 대림로 8 (신대방동),서울특별시 동작구 신대방동 692번지 63호,59.96,02-849-8418,탕류(보신용)
일반음식점,1991-02-27,스카이피자,서울특별시 동작구 노량진로6길 86 (노량진동),서울특별시 동작구 노량진동 297번지 1호,21.6,02-816-0501,패스트푸드
일반음식점,1991-11-14,밀밭칼국수,서울특별시 동작구 여의대방로22길 4 (신대방동),서울특별시 동작구 신대방동 375번지 15호,13.6,02-821-5248,분식
일반음식점,1991-01-21,흑석골,서울특별시 동작구 흑석로13나길 9 (흑석동),서울특별시 동작구 흑석동 169번지 27호,61.45,02-824-0665,호프/통닭
일반음식점,1991-09-16,도스마스 (서울중앙대점),서울특별시 동작구 흑석로13마길 65-3 (흑석동),서울특별시 동작구 흑석동 190번지 22호,22.49,02-812-0814,한식
일반음식점,1993-09-14,페리카나,서울특별시 동작구 사당로 168 (사당동),서울특별시 동작구 사당동 213번지 7호,25.95,02-0588-3581,통닭(치킨)
일반음식점,1991-11-30,큰손 갈비,서울특별시 동작구 장승배기로27길 7 (노량진동),서울특별시 동작구 노량진동 240번지 25호,35.03,02-0813-6599,식육(숯불구이)
일반음식점,1991-08-13,섬마을일식식당,,서울특별시 동작구 신대방동 565번지 18호,40.75,02-848-2199,일식
일반음식점,1991-01-15,고기먹으러,서울특별시 동작구 흑석로8길 3 (흑석동),서울특별시 동작구 흑석동 223번지 41호,44.23,02-0816-4027,한식
일반음식점,1991-11-01,올레,서울특별시 동작구 상도로61길 40 (상도동),서울특별시 동작구 상도동 504번지 3호,113,02-812-4367,경양식
일반음식점,1991-05-22,남원골 추어탕,서울특별시 동작구 노량진로8길 34 (노량진동),서울특별시 동작구 노량진동 259번지 12호,24.2,02-0824-6708,한식
일반음식점,1991-01-17,국시명가,서울특별시 동작구 노량진로16길 12-11 (노량진동),서울특별시 동작구 노량진동 100번지 8호,48.62,,한식
일반음식점,1991-03-18,델리,서울특별시 동작구 만양로14길 22-1 (노량진동),서울특별시 동작구 노량진동 210번지 7호,27.29,02-825-6365,한식
일반음식점,1991-12-31,정직한김치찌개,서울특별시 동작구 서달로15길 24 (흑석동),서울특별시 동작구 흑석동 163번지 16호,41.51,02-6407-3987,한식
일반음식점,1991-07-11,산정,서울특별시 동작구 서달로10길 16 (흑석동),서울특별시 동작구 흑석동 86번지 34호,36.38,02-815-6711,한식
일반음식점,1991-07-12,포대포소금구이,서울특별시 동작구 장승배기로 139 (노량진동),서울특별시 동작구 노량진동 233번지 12호,20.96,02-816-7929,한식
일반음식점,1992-10-07,개구쟁이호프,서울특별시 동작구 사당로16길 61 (사당동),서울특별시 동작구 사당동 309번지 20호,26.88,02-581-5477,호프/통닭
일반음식점,1992-11-20,대추나무식당,서울특별시 동작구 사당로30길 159 (사당동),서울특별시 동작구 사당동 1042번지 4호,64.83,02-0521-2094,한식
일반음식점,1992-11-12,고바우식당,서울특별시 동작구 대림로 42 (신대방동),서울특별시 동작구 신대방동 690번지 2호,15.51,02-0841-4115,한식
일반음식점,1992-08-20,대방싸리집,"서울특별시 동작구 여의대방로26길 24, 201,301호 (대방동)",서울특별시 동작구 대방동 416번지 6호,556.44,02-821-2951,한식
일반음식점,1992-08-12,옥문,서울특별시 동작구 상도로 148 (상도동),서울특별시 동작구 상도동 188번지 40호,121.88,02-817-4592,중국식
일반음식점,1992-03-10,서일식당,서울특별시 동작구 여의대방로 126 (신대방동),서울특별시 동작구 신대방동 377번지 1호,23.04,02-815-9288,한식
일반음식점,1992-10-27,까페 플로르,서울특별시 동작구 노량진로14가길 16 (노량진동),서울특별시 동작구 노량진동 85번지 37호,43.53,,까페
일반음식점,1992-01-06,미각,서울특별시 동작구 만양로18길 15 (노량진동),서울특별시 동작구 노량진동 148번지 57호,110.67,02-822-1370,정종/대포집/소주방
일반음식점,1992-01-14,다성반점,서울특별시 동작구 상도로37길 39 (상도1동),서울특별시 동작구 상도1동 362번지 4호,36.25,02-0814-1129,분식
일반음식점,1992-09-24,박서방네,서울특별시 동작구 흑석로13길 4-1 (흑석동),서울특별시 동작구 흑석동 180번지 2호,13.2,02-0814-2980,한식
일반음식점,1992-04-17,코스코(돈더구어),서울특별시 동작구 상도로62길 35 (상도동),서울특별시 동작구 상도동 492번지 14호,43.37,02-817-1370,한식
일반음식점,1992-05-01,상도정,서울특별시 동작구 양녕로 270 (상도1동),서울특별시 동작구 상도1동 664번지 2호,102.91,02-817-0808,한식
일반음식점,1993-11-02,노들회관,"서울특별시 동작구 노량진로 234, 2층 (본동)",서울특별시 동작구 본동 211번지 4호,175.44,02-823-8489,한식
일반음식점,1993-10-11,돌쇠와석쇠,서울특별시 동작구 솔밭로 110 (사당동),서울특별시 동작구 사당동 224번지 96호,108.81,02-588-1005,한식
일반음식점,1994-02-02,제이엠,서울특별시 동작구 사당로 12-1 (상도동),서울특별시 동작구 상도동 502번지 7호,48.14,02-0822-7269,기타
일반음식점,1992-11-03,엄마손김밥,서울특별시 동작구 등용로14길 81 (노량진동),서울특별시 동작구 노량진동 266번지 14호,38.1,02-817-0779,분식
일반음식점,1992-07-01,도스마스 (서울중앙대점),서울특별시 동작구 흑석로13마길 65-3 (흑석동),서울특별시 동작구 흑석동 190번지 22호,22.26,02-0815-9009,분식
일반음식점,1992-12-01,용산순대국,서울특별시 동작구 동작대로29길 11-1 (사당동),서울특별시 동작구 사당동 131번지 14호,22.36,02-536-7993,탕류(보신용)
일반음식점,1992-12-29,방배양곱창,서울특별시 동작구 동작대로23길 27 (사당동),서울특별시 동작구 사당동 1006번지 6호,22.11,02-3471-2119,분식
일반음식점,1992-06-03,장수식당,서울특별시 동작구 상도로19길 47-4 (상도동),서울특별시 동작구 상도동 366번지 10호,27.72,02-0815-7998,분식
일반음식점,1992-07-03,우리집,서울특별시 동작구 동작대로25길 54 (사당동),서울특별시 동작구 사당동 708번지 988호,15.52,02-0824-7027,분식
일반음식점,1992-03-10,뉴탈렌트,서울특별시 동작구 대림로 55 (신대방동),서울특별시 동작구 신대방동 686번지 2호,52.05,02-0843-9194,정종/대포집/소주방
일반음식점,1992-12-29,백채사당점,서울특별시 동작구 동작대로7길 10 (사당동),서울특별시 동작구 사당동 1030번지 11호,30.78,02-582-1741,한식
일반음식점,1992-01-13,페리카나치킨,서울특별시 동작구 양녕로26길 28 (상도동),서울특별시 동작구 상도동 210번지 8호,13.54,02-0813-2651,통닭(치킨)
일반음식점,1992-07-04,신박사팥죽,서울특별시 동작구 동작대로7길 43 (사당동),서울특별시 동작구 사당동 1032번지 43호,17.84,02-0522-7770,분식
일반음식점,1992-03-13,맥주창고 오라고 노량진점,서울특별시 동작구 노량진로 158 (노량진동),서울특별시 동작구 노량진동 100번지 1호,81.19,02-821-6279,호프/통닭
일반음식점,1992-12-08,삐삐네분식,서울특별시 동작구 여의대방로24나길 2 (대방동),서울특별시 동작구 대방동 414번지 5호,26.13,02-825-4728,분식
일반음식점,1992-05-26,처가집양념통닭,서울특별시 동작구 등용로 80 (대방동),서울특별시 동작구 대방동 68번지 35호,23.93,02-817-7979,한식
